Progressivo Consigliere Firmatario;Tipologia Atto;Data Seduta di Consiglio;Oggetto Atto;Num. PG;Anno PG;Data Pubblicazione;Ufficio Proponente;Consigliere Firmatario;Altri Consiglieri Firmatari - Progressivo;Testo
"33981";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ODG 340 DEL 2013 PG 121318/2013 'APPROVAZIONE DEL 'PROGRAMMA DEI LAVORI PUBBLICI 2013-2015' PREVISTO DALL'ART. 128 DEL D.LGS 163/2006 E DELL'''ELENCO ANNUALE DEI LAVORI PER IL 2013' RELATIVO ALLA ATTUAZIONE DELL'ORDINE DEL GIORNO APPROVATO DAL CONSIGLIO COMUNALE CON ODG 44/2012, PRESENTATO DALLA CONSIGLIERA COCCONCELLI ED ALTRI IN DATA 12 GIUGNO 2013";145595;2013;;"LEGA NORD";"COCCONCELLI MIRKA";"BERNARDINI MANES - 32719","BORGONZONI LUCIA - 33983","SCARANO PAOLA FRANCESCA - 33982";
"33982";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ODG 341 DEL 2013 PG N.121320/2013 'BILANCIO DI PREVISIONE DEL COMUNE PER L'ESERCIZIO 2013, RELAZIONE PREVISIONALE E PROGRAMMATICA E BILANCIO PLURIENNALE 2013 - 2015.' RELATIVO ALLA REALIZZAZIONE DI UN PARCHEGGIO PRESSO LO SPAZIO DENOMINATO CASERMA MASINI PRESENTATO DALLA CONSIGLIERA SCARANO ED ALTRI, IN DATA 17 GIUGNO 2013";156261;2013;;"LEGA NORD";"SCARANO PAOLA FRANCESCA";"BERNARDINI MANES - 32719","BORGONZONI LUCIA - 33983","COCCONCELLI MIRKA - 33981";
"33982";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ODG 341 DEL 2013 PG 121320/2013 BILANCIO DI PREVISIONE DEL COMUNE PER L'ESERCIZIO 2013, RELAZIONE PREVISIONALE E PROGRAMMATICA E BILANCIO PLURIENNALE 2013 - 2015 VOLTO A IMPLEMENTARE LA PRESENZA DI PERSONALE HERA IN CENTRO STORICO PER LA PULIZIA DEI CONTENITORI, GRANDI E PICCOLI, E AD AVERE UN MAGGIOR CONTROLLO DELLA RACCOLTA DIFFERENZIATA, PRESENTATO DALLA CONSIGLIERA SCARANO ED ALTRI IN DATA 17 GIUGNO 2013";156344;2013;;"LEGA NORD";"SCARANO PAOLA FRANCESCA";"BERNARDINI MANES - 32719","BORGONZONI LUCIA - 33983","COCCONCELLI MIRKA - 33981";
"27208";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO. A ODG N. 341/2013 TESO AD INVITARE LA GIUNTA A REPERIRE LE RISORSE NECESSARIE ALLA RELATIVA SISTEMAZIONE ED ALL'INSTALLAZIONE DI NUOVI CANESTRI NELL'ATTIGUO CAMPO SPORTIVO, DA SEMPRE PUNTO DI RITROVO E SVAGO DI GIOVANI SPORTIVI DEL QUARTIERE, PRESENTATO DAI CONSIGLIERI TOMASSINI E ALTRI IN DATA 17.06.2013";156681;2013;;"POPOLO DELLA LIBERTA'";"TOMASSINI LORENZO";"GATTUSO PATRIZIO GIUSEPPE - 20144","LAMA ROSSELLA - 32704";
"32712";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ORDINE DEL GIORNO 359/2013, P.G. 143736/2013, AVENTE AD OGGETTO ORDINE DEL GIORNO PROPOSTO DAL SINDACO E DALLA GIUNTA PER L'INDIVIDUAZIONE DEGLI AMBITI VERSO I QUALI INDIRIZZARE PRIORITARIAMENTE IL SOSTEGNO ALLE LIBERE FORME ASSOCIATIVE NELL'ANNO 2013, PRESENTATO DAL CONSIGLIERE FACCI IN DATA 17/06/2013.";156865;2013;;"POPOLO DELLA LIBERTA'";"FACCI MICHELE";;
"32712";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ORDINE DEL GIORNO 359 / 2013, P.G. 143736 / 2013, AVENTE AD OGGETTO ORDINE DEL GIORNO PROPOSTO DAL SINDACO E DALLA GIUNTA PER L'INDIVIDUAZIONE DEGLI AMBITI VERSO I QUALI INDIRIZZARE PRIORITARIAMENTE IL SOSTEGNO ALLE LIBERE FORME ASSOCIATIVE NELL'ANNO 2013, SI INVITA A IMPEGNARE  LA GIUNTA A PUBBLICARE SUL SITO IPERBOLE DEL COMUNE DI BOLOGNA, IN OSSEQUIO AL PRINCIPIO DI TRASPARENZA AMMINISTRATIVA, ALL'INTERNO DELL'AREA TEMATICA DEDICATA ALLE LFA, PRESENTATO DAL CONSIGLIERE FACCI IN DATA 17/06/2013.";157052;2013;;"POPOLO DELLA LIBERTA'";"FACCI MICHELE";;
"22034";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO DI PREVISIONE 2013 - ODG 341 - PG 121320/2013 PER NVITARE SINDACO E GIUNTA A DEFINIRE FORME DI SOSTEGNO FINANZIARIO E PROMOZIONE ALLE REALTA', CHE PROMUOVONO LE ATTIVITA' TEATRALI AMATORIALI, COMPRESA LA TRADIZIONE DIALETTALE E POPOLARE BOLOGNESE PRESENTATO DAL CONSIGLIERE GHETTI E ALTRI  IN DATA 17 GIUGNO 2013";156551;2013;;"PARTITO DEMOCRATICO";"GHETTI MAURIZIO";"BARCELO' LIZANA LEONARDO LUIS - 27189","BENASSI MARZIA - 33977","CRITELLI FRANCESCO - 29442","DONDARINI ROLANDO - 7040","ERRANI FRANCESCO - 33978","FERRI MARIARAFFAELLA - 27410","LAMA ROSSELLA - 32704","LEMBI SIMONA - 32746","MARCHESINI ANGELO - 15586","MAZZANTI CLAUDIO - 9076","MELEGA CORRADO - 27197","MIGNANI MARIANNA - 32794","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181","TURCI DANIELA - 32708","ZACCHIROLI BENEDETTO - 27481";
"33978";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO DI PREVISIONE 2013-  ODG 341  PG 121320/2013 - PER CHIEDERE ALLA GIUNTA DI RIQUALIFICARE IL BILANCIO DEL COMUNE DI BOLOGNA, ATTRAVERSO LE GIORNATE DELLA TRASPARENZA PRESENTATO DAL CONSIGLIERE FRANCESCO ERRANI E ALTRI IL 17 GIUGNO 2013";156539;2013;;"PARTITO DEMOCRATICO";"ERRANI FRANCESCO";"BARCELO' LIZANA LEONARDO LUIS - 27189","BENASSI MARZIA - 33977","CAVIANO PASQUALE - 32714","CRITELLI FRANCESCO - 29442","DONDARINI ROLANDO - 7040","FERRI MARIARAFFAELLA - 27410","GHETTI MAURIZIO - 22034","LAMA ROSSELLA - 32704","LEMBI SIMONA - 32746","MARCHESINI ANGELO - 15586","MAZZANTI CLAUDIO - 9076","MELEGA CORRADO - 27197","MIGNANI MARIANNA - 32794","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181","SAZZINI LORENZO - 33987","TURCI DANIELA - 32708","ZACCHIROLI BENEDETTO - 27481";
"27410";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO DI PREVISIONE ODG 341 - P.G. 121320/2013 - PER INTERVENTI DI PREVENZIONE E CONTRASTO ALLA VIOLENZA DI GENERE, PRESENTATO DALLA CONSIGLIERA MARIARAFFAELLA FERRI E ALTRI IL 17 GIUGNO 2013";156559;2013;;"PARTITO DEMOCRATICO";"FERRI MARIARAFFAELLA";"BARCELO' LIZANA LEONARDO LUIS - 27189","BENASSI MARZIA - 33977","CRITELLI FRANCESCO - 29442","DONDARINI ROLANDO - 7040","ERRANI FRANCESCO - 33978","GHETTI MAURIZIO - 22034","LAMA ROSSELLA - 32704","LEMBI SIMONA - 32746","MARCHESINI ANGELO - 15586","MAZZANTI CLAUDIO - 9076","MELEGA CORRADO - 27197","MIGNANI MARIANNA - 32794","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181","TURCI DANIELA - 32708","ZACCHIROLI BENEDETTO - 27481";
"29442";"OdG";20/06/2013;"ORDINE DEL GIORNO (COLLEGATO ALLO.D.G. 341 PG. N. 121320/2013) A SOSTEGNO DELLA PROPOSTA DI BILANCIO DI PREVISIONE PER L'ESERCIZIO 2013, PRESENTATO DAI CONSIGLIERI CRITELLI, LA TORRE, CAVIANO IN DATA 17 GIUGNO 2013";156573;2013;;"PARTITO DEMOCRATICO";"CRITELLI FRANCESCO";"CAVIANO PASQUALE - 32714","LA TORRE CATHY - 33979";
"32704";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO DI PREVISIONE 2013  ODG 341 PG 121320/2013 VALORIZZAZIONE, POTENZIAMENTO E RIORGANIZZAZIONE DELLE POLITICHE DEL LAVORO IN COLLABORAZIONE CON LA REGIONE, LA PROVINCIA E IL MINISTERO PRESENTATO DALLA CONSIGLIERA ROSSELLA LAMA E ALTRI IL 17 GIUGNO 2013";156564;2013;;"PARTITO DEMOCRATICO";"LAMA ROSSELLA";"BARCELO' LIZANA LEONARDO LUIS - 27189","BENASSI MARZIA - 33977","CRITELLI FRANCESCO - 29442","DONDARINI ROLANDO - 7040","ERRANI FRANCESCO - 33978","FERRI MARIARAFFAELLA - 27410","GHETTI MAURIZIO - 22034","LEMBI SIMONA - 32746","MARCHESINI ANGELO - 15586","MAZZANTI CLAUDIO - 9076","MELEGA CORRADO - 27197","MIGNANI MARIANNA - 32794","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181","TURCI DANIELA - 32708","ZACCHIROLI BENEDETTO - 27481";
"33985";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO 2013 PER INVITARE IL SINDACO E LA GIUNTA AD AVVIARE I LAVORI DI MESSA IN SICUREZZA DEI SITI SOTTERANEI DI VALORE STORICO E DI UTILIZZARE GLI INTROITI DERIVANTI DALLA VENDITA DEI BIGLIETTI PER FINANZIARE ULTERIORI INTERVENTI, PRESENTATO DAL CONSIGLIERE PIAZZA ED ALTRI IL 17.06.2013";156530;2013;;"MOVIMENTO 5 STELLE";"PIAZZA MARCO";"BUGANI MASSIMO - 33984";
"32712";"OdG";20/06/2013;"ORDINE DEL GIORNO TESO AD INVITARE LA GIUNTA A CONSIDERARE, IN SEDE DI EVENTUALE RISTRUTTURAZIONE DELLE AREE MILITARI DISMESSE, LA RISERVA DI AREE DI SOSTA GRATUITA PER LA POPOLAZIONE RESIDENTE, CON PARTICOLARE RIFERIMENTO ALLA UBICAZIONE DELLA EX CASERMA MASINI DI VIA ORFEO, COLLEGATO ALLA DELIBERA N. 341/2013 (P.G. 121320/2013), PRESENTATO DAL CONS.FACCI IN DATA 17.06.2013";158289;2013;;"POPOLO DELLA LIBERTA'";"FACCI MICHELE";;
"32714";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO ALL'ODG 358/2013 SULL'IMU, PRESENTATO DAL CONSIGLIERE CAVIANO E ALTRI, IN DATA 17 GIUGNO 2013";158370;2013;;"Segreteria Generale";"CAVIANO PASQUALE";"ALDROVANDI STEFANO - 33986","CIPRIANI LORENZO - 26392","ERRANI FRANCESCO - 33978","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181";
;"Delibera di Consiglio";24/06/2013;"FBM SPA: PROPOSTA DI MODIFICHE ALLO STATUTO E ALLA CONVENZIONE TRA I SOCI";128546;2013;26/06/2013;"Partecipazioni societarie";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/A532B3EC58E26209C1257B64003ACE02?OpenDocument"
"26392";"OdG";24/06/2013;"ORDINE DEL GIORNO A SOSTEGNO DELL'AUTONOMIA E DELL'INDIPENDENZA DELLA MAGISTRATURA. PRESENTATO DAL CONSIGLIERE CIPRIANI ED ALTRI IN DATA 13 MAGGIO 2013.";116208;2013;;"CON AMELIA PER BOLOGNA CON VENDOLA";"CIPRIANI LORENZO";"LA TORRE CATHY - 33979","PIERALISI MIRCO - 33980","SAZZINI LORENZO - 33987";
;"Delibera di Consiglio";24/06/2013;"NULLA OSTA ALL'AMPLIAMENTO DA PARTE DI F.E.R.S.R.L. DELLE OFFICINE MANUTENZIONE MATERIALE ROTABILE ALL'INTERNO DEL DEPOSITO ROVERI (VIA DELLE BISCE), AI SENSI DEGLI ARTICOLI 7 E 15 DELLA L.R. 31/02, IN DEROGA  AL REGOLAMENTO URBANISTICO EDILIZIO VIGENTE";135483;2013;26/06/2013;"Urbanistica - Edilizia";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/D4FC429FBDD45C6BC1257B7F0026D3F4?OpenDocument"
;"Delibera di Consiglio";24/06/2013;"INTERPORTO S.P.A.. DISMISSIONE DEL PACCHETTO AZIONARIO DI PROPRIETA' DEL COMUNE DI BOLOGNA E DELLA PROVINCIA DI BOLOGNA. MODIFICHE ED INTEGRAZIONI ALLA DELIBERAZIONE P.G. N.16289/2013 DEL 18/2/2013.";144652;2013;26/06/2013;"Partecipazioni societarie";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/BFE314F599E2F3BBC1257B81003F4386?OpenDocument"
;"Delibera di Consiglio";24/06/2013;"FONDAZIONE TEATRO COMUNALE DI BOLOGNA: CONFERIMENTO A PATRIMONIO DELL'IMMOBILE SITUATO A BOLOGNA IN VIA OBERDAN 24.";140845;2013;26/06/2013;"Dipartimento Cultura e Scuola";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/47BA1A18707D7ACAC1257B81004BC152?OpenDocument"
;"Delibera di Consiglio";24/06/2013;"S.R.M. SRL: APPROVAZIONE DI MODIFICHE STATUTARIE.";141768;2013;26/06/2013;"Partecipazioni societarie";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/BCA097062AB14871C1257B82002ACF12?OpenDocument"
"27208";"OdG";24/06/2013;"ORDINE DEL GIORNO TESO AD INVITARE IL GOVERNO ITALIANO AD ADOPERARSI PER RISOLVERE LA SITUAZIONE DI CRISI IN TURCHIA, ED A STIGMATIZZARE LA NEGAZIONE DI LIBERTA' E DIRITTI FONDAMENTALI DELL'UOMO DA PARTE DEL GOVERNO TURCO, PRESENTATO DAL CONS. TOMASSINI IN DATA 17.06.2013.";149900;2013;;"POPOLO DELLA LIBERTA'";"TOMASSINI LORENZO";;
